name,region,country,lat,lon,tz_id,localtime_epoch,localtime,last_updated_epoch,last_updated,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,gust_mph,gust_kph,real_city_name,text,icon,code
Piquete,Sao Paulo,Brazil,-22.61,-45.19,America/Sao_Paulo,1700261976,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.8,91.1,10.0,6.0,4.7,7.6,Piquete,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Aparecida,Sao Paulo,Brazil,-22.83,-45.26,America/Sao_Paulo,1700261975,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.9,91.3,10.0,6.0,5.2,8.3,Potim,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Aparecida,Sao Paulo,Brazil,-22.83,-45.26,America/Sao_Paulo,1700261975,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.9,91.3,10.0,6.0,5.2,8.3,Potim,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Aparecida,Sao Paulo,Brazil,-22.89,-45.31,America/Sao_Paulo,1700261977,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.9,91.3,10.0,6.0,5.2,8.3,Roseira,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Aparecida,Sao Paulo,Brazil,-22.89,-45.31,America/Sao_Paulo,1700261977,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.9,91.3,10.0,6.0,5.2,8.3,Roseira,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Arapei,Sao Paulo,Brazil,-22.67,-44.44,America/Sao_Paulo,1700261977,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,25.6,78.0,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.5,7.2,111.0,ESE,1006.0,29.7,0.0,0.0,59.0,8.0,26.7,80.0,10.0,6.0,9.4,15.1,Arapeí,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Arapei,Sao Paulo,Brazil,-22.67,-44.44,America/Sao_Paulo,1700261977,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,25.6,78.0,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.5,7.2,111.0,ESE,1006.0,29.7,0.0,0.0,59.0,8.0,26.7,80.0,10.0,6.0,9.4,15.1,Arapeí,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Itatiaia,Rio de Janeiro,Brazil,-22.58,-44.7,America/Sao_Paulo,1700261977,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,34.2,93.5,10.0,6.0,7.3,11.8,Areias,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Itatiaia,Rio de Janeiro,Brazil,-22.58,-44.7,America/Sao_Paulo,1700261977,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,34.2,93.5,10.0,6.0,7.3,11.8,Areias,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Rio Claro,Rio de Janeiro,Brazil,-22.68,-44.33,America/Sao_Paulo,1700261978,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.7,74.7,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",2.9,4.7,82.0,E,1007.0,29.74,0.0,0.0,73.0,8.0,25.5,77.9,10.0,6.0,6.1,9.8,Bananal,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Rio Claro,Rio de Janeiro,Brazil,-22.68,-44.33,America/Sao_Paulo,1700261978,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.7,74.7,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",2.9,4.7,82.0,E,1007.0,29.74,0.0,0.0,73.0,8.0,25.5,77.9,10.0,6.0,6.1,9.8,Bananal,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Cruzeiro,Sao Paulo,Brazil,-22.57,-44.97,America/Sao_Paulo,1700261978,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.7,90.8,10.0,6.0,3.3,5.3,Cruzeiro,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Cruzeiro,Sao Paulo,Brazil,-22.57,-44.97,America/Sao_Paulo,1700261978,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.7,90.8,10.0,6.0,3.3,5.3,Cruzeiro,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Cruzeiro,Sao Paulo,Brazil,-22.57,-44.9,America/Sao_Paulo,1700261979,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.7,90.8,10.0,6.0,3.3,5.3,Lavrinhas,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Cruzeiro,Sao Paulo,Brazil,-22.57,-44.9,America/Sao_Paulo,1700261979,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.7,90.8,10.0,6.0,3.3,5.3,Lavrinhas,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Cruzeiro,Sao Paulo,Brazil,-22.53,-44.78,America/Sao_Paulo,1700261979,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.7,90.8,10.0,6.0,3.3,5.3,Queluz,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Cruzeiro,Sao Paulo,Brazil,-22.53,-44.78,America/Sao_Paulo,1700261979,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.7,90.8,10.0,6.0,3.3,5.3,Queluz,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Itatiaia,Rio de Janeiro,Brazil,-22.64,-44.58,America/Sao_Paulo,1700261980,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,30.3,86.5,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.9,7.9,106.0,ESE,1006.0,29.71,0.0,0.0,56.0,8.0,32.9,91.1,10.0,6.0,7.3,11.8,São José do Barreiro,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Itatiaia,Rio de Janeiro,Brazil,-22.64,-44.58,America/Sao_Paulo,1700261980,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,30.3,86.5,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.9,7.9,106.0,ESE,1006.0,29.71,0.0,0.0,56.0,8.0,32.9,91.1,10.0,6.0,7.3,11.8,São José do Barreiro,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Cruzeiro,Sao Paulo,Brazil,-22.66,-44.85,America/Sao_Paulo,1700261980,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.7,90.8,10.0,6.0,3.3,5.3,Silveiras,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Cruzeiro,Sao Paulo,Brazil,-22.66,-44.85,America/Sao_Paulo,1700261980,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,31.0,87.8,0.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",3.8,6.1,240.0,WSW,1009.0,29.8,0.0,0.0,49.0,50.0,32.7,90.8,10.0,6.0,3.3,5.3,Silveiras,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003
Caraguatatuba,Sao Paulo,Brazil,-23.61,-45.41,America/Sao_Paulo,1700261981,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.0,73.4,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",3.4,5.4,140.0,SE,1006.0,29.69,0.0,0.0,76.0,11.0,25.0,77.1,10.0,6.0,7.0,11.3,Caraguatatuba,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Caraguatatuba,Sao Paulo,Brazil,-23.61,-45.41,America/Sao_Paulo,1700261981,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.0,73.4,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",3.4,5.4,140.0,SE,1006.0,29.69,0.0,0.0,76.0,11.0,25.0,77.1,10.0,6.0,7.0,11.3,Caraguatatuba,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Ilhabela,Sao Paulo,Brazil,-23.78,-45.36,America/Sao_Paulo,1700261982,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.3,73.9,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.6,9.0,111.0,ESE,1005.0,29.68,0.0,0.0,84.0,13.0,25.4,77.7,10.0,6.0,11.7,18.9,Ilhabela,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Ilhabela,Sao Paulo,Brazil,-23.78,-45.36,America/Sao_Paulo,1700261982,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.3,73.9,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.6,9.0,111.0,ESE,1005.0,29.68,0.0,0.0,84.0,13.0,25.4,77.7,10.0,6.0,11.7,18.9,Ilhabela,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Sao Sebastiao,Sao Paulo,Brazil,-23.8,-45.41,America/Sao_Paulo,1700261981,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.3,73.9,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.6,9.0,111.0,ESE,1005.0,29.68,0.0,0.0,84.0,13.0,25.4,77.7,10.0,6.0,11.7,18.9,São Sebastião,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Sao Sebastiao,Sao Paulo,Brazil,-23.8,-45.41,America/Sao_Paulo,1700261981,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.3,73.9,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.6,9.0,111.0,ESE,1005.0,29.68,0.0,0.0,84.0,13.0,25.4,77.7,10.0,6.0,11.7,18.9,São Sebastião,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Ubatuba,Sao Paulo,Brazil,-23.43,-45.08,America/Sao_Paulo,1700261983,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.0,73.4,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",3.4,5.4,140.0,SE,1006.0,29.69,0.0,0.0,76.0,11.0,25.0,77.1,10.0,6.0,7.0,11.3,Ubatuba,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
Ubatuba,Sao Paulo,Brazil,-23.43,-45.08,America/Sao_Paulo,1700261983,2023-11-17 19:59,1700261100.0,2023-11-17 19:45,23.0,73.4,0.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",3.4,5.4,140.0,SE,1006.0,29.69,0.0,0.0,76.0,11.0,25.0,77.1,10.0,6.0,7.0,11.3,Ubatuba,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000
