name,region,country,lat,lon,tz_id,localtime_epoch,localtime,last_updated_epoch,last_updated,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,gust_mph,gust_kph,real_city_name,text,icon,code
Taubate,Sao Paulo,Brazil,-23.01,-45.56,America/Sao_Paulo,1700153082,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",10.5,16.9,320.0,NW,1009.0,29.8,0.0,0.0,27.0,0.0,34.1,93.4,10.0,6.0,8.0,12.9,Taubaté,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Taubate,Sao Paulo,Brazil,-23.01,-45.56,America/Sao_Paulo,1700153082,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",10.5,16.9,320.0,NW,1009.0,29.8,0.0,0.0,27.0,0.0,34.1,93.4,10.0,6.0,8.0,12.9,Taubaté,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Tremembe,Sao Paulo,Brazil,-22.96,-45.55,America/Sao_Paulo,1700153082,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",10.5,16.9,320.0,NW,1009.0,29.8,0.0,0.0,27.0,0.0,33.7,92.6,10.0,6.0,6.4,10.4,Tremembé,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Tremembe,Sao Paulo,Brazil,-22.96,-45.55,America/Sao_Paulo,1700153082,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",10.5,16.9,320.0,NW,1009.0,29.8,0.0,0.0,27.0,0.0,33.7,92.6,10.0,6.0,6.4,10.4,Tremembé,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Aparecida,Sao Paulo,Brazil,-22.85,-45.23,America/Sao_Paulo,1700153083,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",2.2,3.6,253.0,WSW,1009.0,29.8,0.0,0.0,37.0,0.0,33.2,91.8,10.0,6.0,1.8,2.9,Aparecida,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Aparecida,Sao Paulo,Brazil,-22.85,-45.23,America/Sao_Paulo,1700153083,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",2.2,3.6,253.0,WSW,1009.0,29.8,0.0,0.0,37.0,0.0,33.2,91.8,10.0,6.0,1.8,2.9,Aparecida,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Cruzeiro,Sao Paulo,Brazil,-22.67,-45.02,America/Sao_Paulo,1700153083,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",2.2,3.6,302.0,WNW,1009.0,29.8,0.0,0.0,37.0,0.0,33.8,92.8,10.0,6.0,4.4,7.1,Cachoeira Paulista,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Cruzeiro,Sao Paulo,Brazil,-22.67,-45.02,America/Sao_Paulo,1700153083,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",2.2,3.6,302.0,WNW,1009.0,29.8,0.0,0.0,37.0,0.0,33.8,92.8,10.0,6.0,4.4,7.1,Cachoeira Paulista,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Lorena,Sao Paulo,Brazil,-22.7,-45.05,America/Sao_Paulo,1700153084,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",2.2,3.6,302.0,WNW,1009.0,29.8,0.0,0.0,37.0,0.0,33.8,92.8,10.0,6.0,4.4,7.1,Canas,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
Lorena,Sao Paulo,Brazil,-22.7,-45.05,America/Sao_Paulo,1700153084,2023-11-16 13:44,1700152200.0,2023-11-16 13:30,35.0,95.0,1.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",2.2,3.6,302.0,WNW,1009.0,29.8,0.0,0.0,37.0,0.0,33.8,92.8,10.0,6.0,4.4,7.1,Canas,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000
